timestamp, q1, q2, q3, q4, q5, q6, q7, Extra1, Extra2
2024-08-01 15:33:12.800278, 0.000131949, -0.785259, 5.74081e-05, -2.35583, 0.000350458, 1.5713, 0.785809, 0.01, 0.01
2024-08-01 15:33:12.800323, 0.000129444, -0.785259, 6.0804e-05, -2.35583, 0.000348373, 1.57129, 0.785804, 0.01, 0.01
2024-08-01 15:33:12.801240, 0.000131949, -0.785261, 6.06462e-05, -2.35582, 0.00035305, 1.57129, 0.785809, 0.01, 0.01
2024-08-01 15:33:12.802225, 0.000132603, -0.785266, 6.05935e-05, -2.35583, 0.000349319, 1.57129, 0.785811, 0.01, 0.01
2024-08-01 15:33:12.803253, 0.000131239, -0.785261, 6.0576e-05, -2.35583, 0.000350415, 1.57129, 0.785814, 0.01, 0.01
2024-08-01 15:33:12.804264, 0.000127077, -0.785259, 5.52805e-05, -2.35583, 0.000349424, 1.5713, 0.785813, 0.01, 0.01
2024-08-01 15:33:12.805253, 0.000131814, -0.785259, 5.52785e-05, -2.35582, 0.00035045, 1.5713, 0.785813, 0.01, 0.01
2024-08-01 15:33:12.806253, 0.000130976, -0.785261, 5.52779e-05, -2.35583, 0.000349436, 1.5713, 0.785807, 0.01, 0.01
2024-08-01 15:33:12.807257, 0.000136915, -0.785263, 5.80617e-05, -2.35583, 0.00035137, 1.57129, 0.785806, 0.01, 0.01
2024-08-01 15:33:12.809488, 0.000134625, -0.785259, 5.52776e-05, -2.35583, 0.00034842, 1.5713, 0.78581, 0.01, 0.01
2024-08-01 15:33:12.809531, 0.000131913, -0.785264, 5.52775e-05, -2.35582, 0.00034842, 1.57129, 0.785809, 0.01, 0.01
2024-08-01 15:33:12.810249, 0.000137227, -0.785256, 5.52775e-05, -2.35582, 0.00035137, 1.57129, 0.785812, 0.01, 0.01
2024-08-01 15:33:12.811248, 0.000131945, -0.785264, 5.80616e-05, -2.35582, 0.000350455, 1.5713, 0.785813, 0.01, 0.01
